external_id;full_name;e_mail;mobile;pays;city;signup_at;status;consent_marketing;deleted_at;suppressed_until;brand_code;notes
CT-000141;Rachid Bennani;nancy.nkosi.mar141@vg-eval.test;+212 637660774;MA;Casablanca;2026-02-27T07:56:32Z;active;f;;;MARRAKECH;
CT-000855;Omar Bennani;layla.njenga.kil6969@vg-eval.test;+212 620092634;MA;Fes;2026-03-21T11:41:29Z;active;no;;;MARRAKECH;
CT-000554;Layla Benali;karim.bennani.mar554@vg-eval.test;+212 633996923;MA;Marrakech;2026-03-16T08:06:18Z;active;no;;;MARRAKECH;
CT-000880;Omar Bennani;karim.nkosi.mar880@vg-eval.test;+212 630671826;MA;Oujda;2026-02-13T10:27:35Z;active;0;;;MARRAKECH;
CT-000572;Youssef Zahra;joan.mutua.mar572@vg-eval.test;+212 632732919;MA;Oujda;2026-03-09T07:15:47Z;active;f;;;MARRAKECH;
CT-000087;Rachid Bennani;faith.njoroge.mar87@vg-eval.test;+212 635053017;MA;Marrakech;2026-01-23T13:07:53Z;active;f;;;MARRAKECH;
CT-000504;Youssef Tazi;james.fassi.mar504@vg-eval.test;+212 627445981;MA;Fes;2026-01-06T16:05:15Z;active;f;;;MARRAKECH;
CT-000818;Salma Zahra;nancy.naidoo.mar818@vg-eval.test;+212 651296377;MA;Rabat;2026-02-17T18:45:32Z;active;true;;;MARRAKECH;
CT-000308;Rachid Benali;mercy.cheruiyot.mar308@vg-eval.test;+212 682837558;MA;Rabat;2026-04-12T02:52:56Z;active;FALSE;;;MARRAKECH;
CT-000054;Youssef Zahra;john.fassi.mar54@vg-eval.test;+212 631605215;MA;Casablanca;2026-02-20T07:41:33Z;active;no;;;MARRAKECH;
CT-000706;Omar Benali;diana.haddad.mar706@vg-eval.test;+212 657095873;MA;Meknes;2026-01-31T18:55:47Z;active;FALSE;;;MARRAKECH;
CT-000480;Salma Benali;simon.wanjiru.kil20824@vg-eval.test;+212 667759142;MA;Fes;2026-03-13T19:28:48Z;active;TRUE;;;MARRAKECH;
CT-000077;Layla Bennani;pieter.kamau.mar77@vg-eval.test;+212 672840726;MA;Meknes;2026-04-06T20:20:54Z;active;no;;;MARRAKECH;
CT-000460;Youssef Elidrissi;sipho.wanjiru.kil60353@vg-eval.test;+212 633561067;MA;Casablanca;2026-03-25T08:48:17Z;active;1;;;MARRAKECH;
CT-000768;Salma Elidrissi;george.elidrissi.mar768@vg-eval.test;+212 665982620;MA;Casablanca;2026-02-03T21:32:23Z;active;yes;;;MARRAKECH;
CT-000701;Youssef Benali;grace.mwangi.mar701@vg-eval.test;+212 630960071;MA;Oujda;2026-04-17T03:56:07Z;active;Y;;;MARRAKECH;
CT-000318;Salma Bennani;paul.fassi.mar318@vg-eval.test;+212 626985653;MA;Agadir;2026-03-28T03:57:18Z;active;false;;;MARRAKECH;
CT-000436;Youssef Zahra;fatima.kimani.mar436@vg-eval.test;+212 620656538;MA;Marrakech;2026-03-05T04:47:31Z;active;1;;;MARRAKECH;
CT-000326;Youssef Bennani;nomsa.odhiambo.kil27528@vg-eval.test;+212 609130731;MA;Meknes;2026-04-01T02:51:26Z;active;1;;;MARRAKECH;
CT-000616;Youssef Zahra;karim.mokoena.mar616@vg-eval.test;+212 607651725;MA;Fes;2026-04-04T05:18:21Z;active;0;;;MARRAKECH;
CT-000680;Youssef Elidrissi;caroline.mutua.mar680@vg-eval.test;+212 652435441;MA;Marrakech;2026-03-05T02:43:05Z;active;f;;;MARRAKECH;
CT-000743;Layla Elidrissi;joan.zahra.mar743@vg-eval.test;+212 646232772;MA;Agadir;2026-04-14T13:43:07Z;active;false;;;MARRAKECH;
CT-000449;Layla Bennani;joan.achieng.kil39415@vg-eval.test;+212 689626429;MA;Agadir;2026-01-28T06:44:46Z;active;false;;;MARRAKECH;
CT-000565;Rachid Tazi;diana.mwangi.mar565@vg-eval.test;+212 655167655;MA;Tanger;2026-03-06T14:03:26Z;active;no;;;MARRAKECH;
CT-000744;Youssef Zahra;caroline.dlamini.kil9374@vg-eval.test;+212 602945306;MA;Casablanca;2026-04-12T22:30:51Z;active;yes;;;MARRAKECH;
CT-000798;Fatima Elidrissi;dennis.kimani.mar798@vg-eval.test;+212 685813409;MA;Meknes;2026-03-30T00:33:54Z;active;1;;;MARRAKECH;
CT-000564;Salma Tazi;simon.njoroge.mar564@vg-eval.test;+212 685509699;MA;Marrakech;2026-03-05T20:17:20Z;active;FALSE;;;MARRAKECH;
CT-000270;Salma Tazi;isaac.elidrissi.mar270@vg-eval.test;+212 699275421;MA;Oujda;2026-01-15T19:32:53Z;active;yes;;;MARRAKECH;
CT-000322;Youssef Zahra;ruth.kamau.mar322@vg-eval.test;+212 620330436;MA;Meknes;2026-04-13T13:21:15Z;active;Y;;;MARRAKECH;
CT-000488;Fatima Haddad;caroline.njenga.kil5438@vg-eval.test;+212 607890168;MA;Fes;2026-01-29T10:40:32Z;active;Y;;;MARRAKECH;
CT-000709;Fatima Benali;ann.barasa.mar709@vg-eval.test;+212 668435943;MA;Agadir;2026-03-11T20:26:05Z;active;0;;;MARRAKECH;
CT-000421;Salma Zahra;yassine.bennani.kil47330@vg-eval.test;+212 684178100;MA;Casablanca;2026-04-16T23:19:04Z;active;f;;;MARRAKECH;
CT-000785;Fatima Benali;amina.mwangi.mar785@vg-eval.test;+212 623667166;MA;Fes;2026-02-07T08:07:04Z;active;0;;;MARRAKECH;
CT-000154;Rachid Bennani;karim.fassi.mar154@vg-eval.test;+212 636712104;MA;Fes;2026-03-24T16:45:18Z;active;0;;;MARRAKECH;
CT-000847;Youssef Zahra;lucy.njenga.mar847@vg-eval.test;+212 671434205;MA;Tanger;2026-02-09T10:09:30Z;active;true;;;MARRAKECH;
CT-000226;Rachid Tazi;diana.alaoui.mar226@vg-eval.test;+212 673358091;MA;Rabat;2026-01-01T08:43:52Z;active;0;;;MARRAKECH;
CT-000424;Rachid Bennani;ann.dlamini.mar424@vg-eval.test;+212 626081489;MA;Agadir;2026-03-17T07:38:03Z;active;f;;;MARRAKECH;
CT-000547;Layla Zahra;mary.njoroge.mar547@vg-eval.test;+212 665818653;MA;Casablanca;2026-01-19T10:33:47Z;active;no;;;MARRAKECH;
CT-000264;Youssef Haddad;david.wafula.kil73169@vg-eval.test;+212 694158751;MA;Fes;2026-02-01T00:35:58Z;active;no;;;MARRAKECH;
CT-000035;Omar Elidrissi;layla.kamau.mar35@vg-eval.test;+212 631213678;MA;Casablanca;2026-04-11T06:43:46Z;active;FALSE;;;MARRAKECH;
CT-000366;Layla Benali;joan.otieno.mar366@vg-eval.test;+212 652612724;MA;Rabat;2026-02-11T18:47:48Z;active;true;;;MARRAKECH;
CT-000220;Youssef Haddad;caroline.benali.mar220@vg-eval.test;+212 623081954;MA;Fes;2026-02-24T12:11:22Z;active;Y;;;MARRAKECH;
CT-000111;Fatima Zahra;john.fassi.mar111@vg-eval.test;+212 621360570;MA;Oujda;2026-02-21T01:06:48Z;active;f;;;MARRAKECH;
CT-000541;Youssef Haddad;alice.bennani.mar541@vg-eval.test;+212 605602399;MA;Rabat;2026-03-13T06:58:47Z;active;f;;;MARRAKECH;
CT-000352;Layla Zahra;amina.kamau.mar352@vg-eval.test;+212 656201380;MA;Oujda;2026-03-31T18:31:02Z;active;1;;;MARRAKECH;
CT-000673;Layla Elidrissi;diana.njenga.mar673@vg-eval.test;+212 671835118;MA;Meknes;2026-02-10T08:33:42Z;active;FALSE;;;MARRAKECH;
CT-000261;Salma Zahra;rachid.mokoena.mar261@vg-eval.test;+212 667837657;MA;Rabat;2026-03-02T23:30:20Z;active;1;;;MARRAKECH;
CT-000465;Salma Bennani;rose.berrada.kil35423@vg-eval.test;+212 698424102;MA;Meknes;2026-01-02T16:46:00Z;active;true;;;MARRAKECH;
CT-000800;Salma Haddad;dennis.njoroge.kil45571@vg-eval.test;+212 657413065;MA;Tanger;2026-03-24T08:33:10Z;active;Y;;;MARRAKECH;
CT-000779;Omar Haddad;nancy.kimani.mar779@vg-eval.test;+212 680291593;MA;Rabat;2026-02-14T22:40:10Z;active;true;;;MARRAKECH;
CT-000218;Omar Benali;caroline.njoroge.mar218@vg-eval.test;+212 629332512;MA;Tanger;2026-03-20T20:01:57Z;active;FALSE;;;MARRAKECH;
CT-000827;Rachid Zahra;brian.odhiambo.mar827@vg-eval.test;+212 653207392;MA;Agadir;2026-03-19T05:14:04Z;active;1;;;MARRAKECH;
CT-000384;Rachid Haddad;isaac.berrada.mar384@vg-eval.test;+212 653283923;MA;Casablanca;2026-03-31T17:04:36Z;active;FALSE;;;MARRAKECH;
CT-000159;Layla Elidrissi;thandi.zahra.mar159@vg-eval.test;+212 661119725;MA;Oujda;2026-02-23T23:44:30Z;active;yes;;;MARRAKECH;
CT-000251;Omar Haddad;johan.njoroge.kil46170@vg-eval.test;+212 610108421;MA;Tanger;2026-03-04T01:30:56Z;active;yes;;;MARRAKECH;
CT-000177;Rachid Benali;amina.haddad.mar177@vg-eval.test;+212 641409711;MA;Fes;2026-02-18T07:16:35Z;active;no;;;MARRAKECH;
CT-000098;Omar Benali;george.alaoui.mar98@vg-eval.test;+212 696646170;MA;Agadir;2026-01-22T15:44:56Z;active;Y;;;MARRAKECH;
CT-000470;Youssef Haddad;rose.pretorius.mar470@vg-eval.test;+212 653403848;MA;Tanger;2026-03-03T10:25:32Z;active;0;;;MARRAKECH;
CT-000188;Layla Tazi;johan.mutua.kil24061@vg-eval.test;+212 619013299;MA;Casablanca;2026-02-18T12:13:32Z;active;FALSE;;;MARRAKECH;
CT-000382;Youssef Elidrissi;samuel.bennani.mar382@vg-eval.test;+212 654327585;MA;Rabat;2026-02-25T18:20:56Z;active;false;;;MARRAKECH;
CT-000297;Fatima Bennani;paul.alaoui.mar297@vg-eval.test;+212 676106817;MA;Oujda;2026-02-26T18:38:46Z;active;yes;;;MARRAKECH;
CT-000909;Salma Tazi;peter.njenga.kil54683@vg-eval.test;+212 624191964;MA;Agadir;2026-03-27T08:00:25Z;active;f;;;MARRAKECH;
CT-000253;Layla Benali;fatima.zahra.mar253@vg-eval.test;+212 660728846;MA;Casablanca;2026-03-31T20:08:18Z;active;true;;;MARRAKECH;
CT-000746;Youssef Zahra;alice.kimani.mar746@vg-eval.test;+212 659074930;MA;Fes;2026-01-26T10:22:18Z;active;f;;;MARRAKECH;
CT-000354;Youssef Benali;layla.mutua.kil31673@vg-eval.test;+212 691959360;MA;Fes;2026-03-02T03:33:39Z;active;TRUE;;;MARRAKECH;
CT-000458;Layla Haddad;pieter.wafula.mar458@vg-eval.test;+212 696193385;MA;Oujda;2026-04-05T00:57:18Z;active;true;;;MARRAKECH;
CT-000630;Salma Haddad;alice.vermeulen.mar630@vg-eval.test;+212 631692942;MA;Fes;2026-02-28T05:46:11Z;active;yes;;;MARRAKECH;
CT-000303;Omar Haddad;peter.berrada.mar303@vg-eval.test;+212 692582524;MA;Casablanca;2026-03-21T04:25:24Z;active;true;;;MARRAKECH;
CT-000675;Youssef Elidrissi;george.barasa.mar675@vg-eval.test;+212 687248251;MA;Meknes;2026-03-31T10:40:58Z;active;1;;;MARRAKECH;
CT-000134;Fatima Zahra;omar.okoth.mar134@vg-eval.test;+212 659528182;MA;Tanger;2026-01-03T09:20:47Z;active;yes;;;MARRAKECH;
CT-000517;Youssef Bennani;esther.wanjiru.mar517@vg-eval.test;+212 618008165;MA;Oujda;2026-02-23T08:23:03Z;active;FALSE;;;MARRAKECH;
CT-000501;Fatima Bennani;faith.fassi.mar501@vg-eval.test;+212 650961583;MA;Tanger;2026-02-04T17:44:47Z;active;f;;;MARRAKECH;
CT-000715;Youssef Elidrissi;esther.bennani.kil50063@vg-eval.test;+212 610791679;MA;Marrakech;2026-04-13T11:39:56Z;active;FALSE;;;MARRAKECH;
CT-000591;Layla Bennani;lerato.kimani.kil72589@vg-eval.test;+212 688890824;MA;Meknes;2026-02-16T16:45:08Z;active;true;;;MARRAKECH;
CT-000074;Youssef Haddad;samuel.tazi.mar74@vg-eval.test;+212 645810190;MA;Casablanca;2026-01-31T10:55:34Z;active;Y;;;MARRAKECH;
CT-000410;Fatima Benali;pieter.wanjiru.mar410@vg-eval.test;+212 646323064;MA;Meknes;2026-03-29T22:12:01Z;active;f;;;MARRAKECH;
CT-000889;Youssef Zahra;johan.mokoena.mar889@vg-eval.test;+212 601015961;MA;Rabat;2026-03-23T04:34:56Z;active;yes;;;MARRAKECH;
CT-000728;Omar Bennani;simon.mokoena.mar728@vg-eval.test;+212 614154120;MA;Rabat;2026-02-09T08:15:42Z;active;f;;;MARRAKECH;
CT-000133;Salma Bennani;sipho.fassi.mar133@vg-eval.test;+212 603811066;MA;Agadir;2026-03-13T04:48:46Z;active;TRUE;;;MARRAKECH;
CT-000416;Fatima Bennani;grace.alaoui.mar416@vg-eval.test;+212 640991817;MA;Casablanca;2026-01-11T23:07:02Z;active;yes;;;MARRAKECH;
CT-000733;Layla Zahra;lerato.pretorius.mar733@vg-eval.test;+212 697159181;MA;Oujda;2026-01-10T08:28:13Z;active;0;;;MARRAKECH;
CT-000195;Salma Tazi;salma.kiptoo.mar195@vg-eval.test;+212 658964333;MA;Casablanca;2026-03-25T16:43:35Z;active;TRUE;;;MARRAKECH;
CT-000017;Salma Tazi;daniel.elidrissi.mar17@vg-eval.test;+212 696015416;MA;Meknes;2026-03-07T10:28:40Z;active;true;;;MARRAKECH;
CT-000724;Fatima Elidrissi;paul.njoroge.mar724@vg-eval.test;+212 631009224;MA;Casablanca;2026-02-17T23:07:31Z;active;TRUE;;;MARRAKECH;
CT-000546;Youssef Tazi;diana.mutua.mar546@vg-eval.test;+212 609023227;MA;Tanger;2026-01-18T09:22:39Z;active;yes;;;MARRAKECH;
CT-000223;Rachid Bennani;salma.berrada.mar223@vg-eval.test;+212 607653462;MA;Marrakech;2026-01-27T16:26:09Z;active;f;;;MARRAKECH;
CT-000614;Fatima Zahra;amina.naidoo.mar614@vg-eval.test;+212 631332263;MA;Oujda;2026-01-16T04:57:41Z;active;true;;;MARRAKECH;
CT-000469;Youssef Bennani;paul.fassi.mar469@vg-eval.test;+212 662265611;MA;Rabat;2026-01-10T09:35:51Z;active;FALSE;;;MARRAKECH;
CT-000313;Salma Tazi;daniel.odhiambo.kil29778@vg-eval.test;+212 664555383;MA;Tanger;2026-01-27T23:06:24Z;active;false;;;MARRAKECH;
CT-000677;Rachid Elidrissi;zanele.tazi.mar677@vg-eval.test;+212 643942855;MA;Agadir;2026-02-15T09:29:23Z;active;no;;;MARRAKECH;
CT-000896;Omar Haddad;sarah.njenga.mar896@vg-eval.test;+212 656785180;MA;Tanger;2026-02-15T12:05:40Z;active;FALSE;;;MARRAKECH;
CT-000399;Layla Bennani;daniel.cheruiyot.mar399@vg-eval.test;+212 657402050;MA;Casablanca;2026-03-13T05:53:14Z;active;false;;;MARRAKECH;
CT-000073;Rachid Zahra;victor.kamau.mar73@vg-eval.test;+212 608267436;MA;Oujda;2026-03-30T08:57:25Z;active;no;;;MARRAKECH;
CT-000690;Fatima Bennani;alice.kiptoo.mar690@vg-eval.test;+212 651506202;MA;Meknes;2026-01-30T01:16:57Z;active;FALSE;;;MARRAKECH;
CT-000432;Omar Tazi;michael.njenga.mar432@vg-eval.test;+212 617104640;MA;Tanger;2026-02-03T08:00:25Z;active;false;;;MARRAKECH;
CT-000203;Rachid Elidrissi;pieter.cheruiyot.mar203@vg-eval.test;+212 639245563;MA;Tanger;2026-03-20T05:46:50Z;active;0;;;MARRAKECH;
CT-000891;Omar Bennani;rose.elidrissi.mar891@vg-eval.test;+212 617257710;MA;Oujda;2026-02-05T20:15:25Z;active;Y;;;MARRAKECH;
CT-000816;Youssef Zahra;paul.zahra.mar816@vg-eval.test;+212 663844106;MA;Meknes;2026-03-15T11:07:50Z;active;yes;;;MARRAKECH;
CT-000420;Fatima Benali;john.nkosi.mar420@vg-eval.test;+212 681281735;MA;Meknes;2026-01-17T15:05:58Z;active;TRUE;;;MARRAKECH;
CT-000085;Layla Tazi;brian.fassi.mar85@vg-eval.test;+212 611656826;MA;Oujda;2026-01-28T07:47:08Z;active;0;;;MARRAKECH;
CT-000913;Fatima Tazi;nancy.mwangi.mar913@vg-eval.test;+212 601055817;MA;Agadir;2026-03-21T20:09:45Z;active;f;;;MARRAKECH;
CT-000506;Youssef Elidrissi;dennis.barasa.mar506@vg-eval.test;+212 678965822;MA;Marrakech;2026-01-20T14:25:29Z;active;no;;;MARRAKECH;
CT-000479;Layla Haddad;grace.alaoui.kil63916@vg-eval.test;+212 685350844;MA;Rabat;2026-03-19T05:12:57Z;active;TRUE;;;MARRAKECH;
CT-000658;Layla Zahra;pieter.wanjiru.mar658@vg-eval.test;+212 689417515;MA;Agadir;2026-02-23T15:59:00Z;active;TRUE;;;MARRAKECH;
CT-000631;Youssef Tazi;paul.nkosi.mar631@vg-eval.test;+212 698288672;MA;Rabat;2026-01-07T02:38:14Z;active;yes;;;MARRAKECH;
CT-000821;Salma Zahra;james.pretorius.kil58787@vg-eval.test;+212 651721955;MA;Marrakech;2026-03-25T17:46:57Z;active;Y;;;MARRAKECH;
CT-000902;Youssef Tazi;simon.benali.mar902@vg-eval.test;+212 613352513;MA;Tanger;2026-01-28T16:51:18Z;active;Y;;;MARRAKECH;
CT-000407;Omar Tazi;johan.naidoo.mar407@vg-eval.test;+212 639315917;MA;Marrakech;2026-03-31T19:15:44Z;active;FALSE;;;MARRAKECH;
CT-000659;Omar Tazi;joan.wanjiru.kil27253@vg-eval.test;+212 628207057;MA;Agadir;2026-02-13T10:07:42Z;active;true;;;MARRAKECH;
CT-000637;Fatima Bennani;ann.cheruiyot.kil38646@vg-eval.test;+212 620042189;MA;Marrakech;2026-03-20T11:09:16Z;active;true;;;MARRAKECH;
CT-000776;Layla Bennani;lerato.pretorius.mar776@vg-eval.test;+212 653891849;MA;Rabat;2026-01-07T01:20:38Z;active;false;;;MARRAKECH;
CT-000095;Youssef Haddad;esther.bennani.mar95@vg-eval.test;+212 610884212;MA;Rabat;2026-01-02T18:05:14Z;active;false;;;MARRAKECH;
CT-000176;Layla Elidrissi;omar.haddad.kil15004@vg-eval.test;+212 615680203;MA;Meknes;2026-03-05T08:54:42Z;active;TRUE;;;MARRAKECH;
CT-000682;Youssef Tazi;esther.kiptoo.mar682@vg-eval.test;+212 678584133;MA;Casablanca;2026-03-29T17:01:11Z;active;TRUE;;;MARRAKECH;
CT-000319;Salma Bennani;paul.haddad.mar319@vg-eval.test;+212 685832612;MA;Rabat;2026-01-24T19:05:47Z;active;false;;;MARRAKECH;
CT-903294;Paul Otieno;z4608@vg-eval.test;0712000000;ZZ;City;2026-02-01;active;true
CT-000557;Layla Bennani;thandi.okoth.mar557@vg-eval.test;+212 624690192;MA;Meknes;2026-04-16T05:09:40Z;active;yes;;;MARRAKECH;
CT-000455;Youssef Benali;yassine.njoroge.mar455@vg-eval.test;+212 673075203;MA;Agadir;2026-01-20T05:49:25Z;active;Y;;;MARRAKECH;
CT-000271;Layla Benali;joan.pretorius.kil31471@vg-eval.test;+212 643511182;MA;Oujda;2026-03-23T09:48:50Z;active;1;;;MARRAKECH;
CT-000594;Salma Tazi;alice.vermeulen.mar594@vg-eval.test;+212 618824817;MA;Rabat;2026-02-02T16:49:59Z;active;TRUE;;;MARRAKECH;
CT-000156;Layla Tazi;pieter.barasa.mar156@vg-eval.test;+212 618466425;MA;Marrakech;2026-03-28T18:06:18Z;active;TRUE;;;MARRAKECH;
CT-000317;Salma Benali;rachid.wafula.mar317@vg-eval.test;+212 641121084;MA;Casablanca;2026-01-05T11:37:58Z;active;true;;;MARRAKECH;
CT-000437;Youssef Benali;alice.njoroge.mar437@vg-eval.test;+212 651960973;MA;Meknes;2026-03-30T07:16:51Z;active;false;;;MARRAKECH;
CT-000858;Layla Zahra;diana.fassi.kil59929@vg-eval.test;+212 697246446;MA;Casablanca;2026-02-23T21:23:55Z;active;f;;;MARRAKECH;
CT-000584;Rachid Elidrissi;pieter.fassi.mar584@vg-eval.test;+212 600369726;MA;Casablanca;2026-04-12T21:51:25Z;active;no;;;MARRAKECH;
CT-000462;Layla Elidrissi;thandi.dlamini.mar462@vg-eval.test;+212 687727384;MA;Oujda;2026-02-17T19:04:30Z;active;0;;;MARRAKECH;
CT-000246;Fatima Bennani;ann.dlamini.mar246@vg-eval.test;+212 636403654;MA;Casablanca;2026-02-12T16:11:42Z;active;yes;;;MARRAKECH;
CT-000296;Omar Tazi;daniel.mwangi.kil54755@vg-eval.test;+212 658764921;MA;Agadir;2026-03-08T01:58:25Z;active;f;;;MARRAKECH;
CT-000263;Youssef Benali;simon.haddad.mar263@vg-eval.test;+212 630472036;MA;Marrakech;2026-03-21T20:23:29Z;active;1;;;MARRAKECH;
CT-000825;Fatima Haddad;sarah.naidoo.mar825@vg-eval.test;+212 635763597;MA;Fes;2026-03-25T23:01:49Z;active;yes;;;MARRAKECH;
CT-000492;Rachid Elidrissi;rachid.zahra.mar492@vg-eval.test;+212 655536703;MA;Meknes;2026-01-19T18:03:41Z;active;false;;;MARRAKECH;
CT-000169;Omar Bennani;victor.kimani.mar169@vg-eval.test;+212 651026930;MA;Casablanca;2026-04-12T16:03:22Z;active;true;;;MARRAKECH;
CT-000131;Layla Benali;mary.bennani.kil37528@vg-eval.test;+212 664916592;MA;Casablanca;2026-01-18T06:59:42Z;active;yes;;;MARRAKECH;
CT-000347;Youssef Tazi;daniel.bennani.mar347@vg-eval.test;+212 689561453;MA;Rabat;2026-03-22T13:06:49Z;active;1;;;MARRAKECH;
CT-000099;Rachid Benali;george.njenga.mar99@vg-eval.test;+212 607890808;MA;Oujda;2026-03-12T17:53:16Z;active;0;;;MARRAKECH;
CT-000739;Salma Haddad;david.pretorius.mar739@vg-eval.test;+212 616169783;MA;Casablanca;2026-04-05T21:51:20Z;active;f;;;MARRAKECH;
CT-000144;Fatima Tazi;brian.odhiambo.mar144@vg-eval.test;+212 615406789;MA;Casablanca;2026-04-12T06:25:46Z;active;yes;;;MARRAKECH;
CT-000430;Omar Elidrissi;grace.dlamini.kil17675@vg-eval.test;+212 664413850;MA;Meknes;2026-02-02T21:41:30Z;active;false;;;MARRAKECH;
CT-000832;Salma Tazi;david.benali.mar832@vg-eval.test;+212 632983620;MA;Rabat;2026-03-28T13:31:12Z;active;0;;;MARRAKECH;
CT-000168;Fatima Bennani;paul.achieng.mar168@vg-eval.test;+212 642845937;MA;Fes;2026-03-14T04:30:32Z;active;TRUE;;;MARRAKECH;
CT-000794;Salma Benali;sipho.pretorius.mar794@vg-eval.test;+212 695673525;MA;Meknes;2026-02-03T00:01:58Z;active;true;;;MARRAKECH;
CT-000731;Fatima Zahra;dennis.mutua.kil35210@vg-eval.test;+212 625225953;MA;Oujda;2026-01-23T10:21:30Z;active;false;;;MARRAKECH;
CT-000737;Layla Haddad;kevin.mwangi.mar737@vg-eval.test;+212 676937630;MA;Fes;2026-02-24T15:48:59Z;active;Y;;;MARRAKECH;
CT-000674;Youssef Tazi;sipho.alaoui.mar674@vg-eval.test;+212 693883898;MA;Rabat;2026-01-03T20:49:45Z;active;no;;;MARRAKECH;
CT-000568;Rachid Tazi;nancy.nkosi.mar568@vg-eval.test;+212 689648628;MA;Meknes;2026-03-24T06:57:44Z;active;1;;;MARRAKECH;
CT-000287;Youssef Bennani;nomsa.alaoui.mar287@vg-eval.test;+212 673238624;MA;Agadir;2026-01-10T08:06:42Z;active;no;;;MARRAKECH;
CT-000028;Salma Tazi;faith.tazi.mar28@vg-eval.test;+212 670178300;MA;Marrakech;2026-02-07T08:47:20Z;active;FALSE;;;MARRAKECH;
CT-000569;Fatima Zahra;sarah.tazi.mar569@vg-eval.test;+212 667403087;MA;Rabat;2026-01-23T03:54:48Z;active;FALSE;;;MARRAKECH;
CT-952846;James Okoth;w9590@vg-eval.test;0712000000;ZZ;City;2026-02-01
CT-000150;Youssef Haddad;diana.haddad.kil35522@vg-eval.test;+212 626479392;MA;Agadir;2026-03-23T02:38:58Z;active;Y;;;MARRAKECH;
CT-000625;Youssef Elidrissi;johan.fassi.mar625@vg-eval.test;+212 632508712;MA;Fes;2026-01-23T13:53:55Z;active;Y;;;MARRAKECH;
CT-000624;Omar Benali;victor.kiptoo.mar624@vg-eval.test;+212 634825744;MA;Casablanca;2026-01-26T14:25:31Z;active;false;;;MARRAKECH;
CT-000714;Salma Tazi;ruth.kimani.mar714@vg-eval.test;+212 685974093;MA;Casablanca;2026-02-11T02:09:26Z;active;FALSE;;;MARRAKECH;
CT-000025;Rachid Bennani;rachid.bennani.kil33279@vg-eval.test;+212 631074228;MA;Agadir;2026-02-26T15:21:58Z;active;no;;;MARRAKECH;
CT-000644;Salma Haddad;dennis.zahra.mar644@vg-eval.test;+212 621275038;MA;Fes;2026-04-09T17:28:14Z;active;yes;;;MARRAKECH;
CT-000055;Omar Elidrissi;layla.cheruiyot.kil73187@vg-eval.test;+212 603334996;MA;Rabat;2026-01-21T18:00:31Z;active;yes;;;MARRAKECH;
CT-000829;Layla Haddad;mary.mokoena.mar829@vg-eval.test;+212 659507684;MA;Marrakech;2026-02-12T21:42:09Z;active;0;;;MARRAKECH;
CT-000348;Salma Tazi;esther.njoroge.kil54844@vg-eval.test;+212 651473184;MA;Rabat;2026-01-14T00:19:06Z;active;FALSE;;;MARRAKECH;
CT-000801;Rachid Haddad;daniel.benali.mar801@vg-eval.test;+212 657804777;MA;Oujda;2026-03-23T19:47:17Z;active;Y;;;MARRAKECH;
CT-000802;Youssef Tazi;lucy.wanjiru.kil4908@vg-eval.test;+212 684475942;MA;Casablanca;2026-01-15T13:42:47Z;active;1;;;MARRAKECH;
CT-000358;Salma Zahra;fatima.mutua.kil51113@vg-eval.test;+212 674274095;MA;Casablanca;2026-01-12T12:36:53Z;active;Y;;;MARRAKECH;
CT-000140;Layla Tazi;yassine.alaoui.mar140@vg-eval.test;+212 648722848;MA;Oujda;2026-03-10T17:01:32Z;active;false;;;MARRAKECH;
CT-000092;Omar Bennani;sipho.barasa.mar92@vg-eval.test;+212 608756429;MA;Agadir;2026-03-11T08:58:10Z;active;1;;;MARRAKECH;
CT-000030;Fatima Tazi;sarah.barasa.kil9695@vg-eval.test;+212 632762362;MA;Agadir;2026-04-13T20:40:36Z;active;Y;;;MARRAKECH;
CT-000320;Layla Benali;thandi.tazi.mar320@vg-eval.test;+212 693866754;MA;Oujda;2026-02-03T19:50:43Z;active;yes;;;MARRAKECH;
CT-000514;Layla Tazi;brian.barasa.kil40290@vg-eval.test;+212 666066929;MA;Rabat;2026-02-18T07:08:08Z;active;false;;;MARRAKECH;
CT-000770;Fatima Zahra;samuel.achieng.mar770@vg-eval.test;+212 645668355;MA;Agadir;2026-01-21T14:20:16Z;active;false;;;MARRAKECH;
CT-000018;Youssef Elidrissi;zanele.kamau.kil31478@vg-eval.test;+212 667371054;MA;Oujda;2026-02-24T15:41:29Z;active;f;;;MARRAKECH;
CT-000742;Rachid Haddad;kevin.achieng.kil57300@vg-eval.test;+212 643766082;MA;Oujda;2026-01-19T21:06:48Z;active;true;;;MARRAKECH;
CT-000830;Fatima Haddad;salma.kimani.mar830@vg-eval.test;+212 636055759;MA;Oujda;2026-01-08T00:22:31Z;active;1;;;MARRAKECH;
CT-000621;Youssef Elidrissi;kevin.elidrissi.mar621@vg-eval.test;+212 632242644;MA;Casablanca;2026-02-05T00:05:02Z;active;FALSE;;;MARRAKECH;
CT-000467;Fatima Zahra;lerato.naidoo.mar467@vg-eval.test;+212 680239783;MA;Marrakech;2026-01-16T20:42:14Z;active;FALSE;;;MARRAKECH;
CT-000810;Fatima Elidrissi;alice.barasa.kil46397@vg-eval.test;+212 628300070;MA;Tanger;2026-04-07T20:49:29Z;active;no;;;MARRAKECH;
