Full Name,Email,External Id,Phone,Country,Status,City,Signup At,Consent Marketing,Brand Code,Deleted At,Suppressed Until,Notes
Johan Haddad,brian.kiptoo.kar9948@vg-eval.test,CT-009948,254-709-118470,ZA,active,Pretoria,2026-03-05T21:17:02Z,true,KAROO,,,
Yassine Alaoui,caroline.zahra.kar2211@vg-eval.test,CT-002211,+254 703 937 724,ZA,active,Polokwane,2026-04-13T14:31:36Z,0,KAROO,,,
Peter Pretorius,george.wanjiru.kar5690@vg-eval.test,CT-005690,025712816760,ZA,active,Johannesburg,2026-01-11T14:48:00Z,false,KAROO,,,
Paul Kamau,sarah.kamau.kil23226@vg-eval.test,CT-006727,+254 712 087 920,ZA,active,East London,2026-03-24T13:08:35Z,Y,KAROO,,,
Sipho Nkosi,caroline.achieng.kil31042@vg-eval.test,CT-006436,254-726-227977,ZA,active,Bloemfontein,2026-02-05T21:39:18Z,f,KAROO,,,
Samuel Nkosi,amina.barasa.kar8598@vg-eval.test,CT-008598,025713505557,ZA,active,Durban,2026-04-07T04:11:19Z,f,KAROO,,,
Fatima Benali,sipho.naidoo.kar9732@vg-eval.test,CT-009732,254-723-130258,ZA,active,Pretoria,2026-04-17T22:01:43Z,1,KAROO,,,
George Haddad,brian.otieno.kar10191@vg-eval.test,CT-010191,+254 719 702 323,ZA,active,Bloemfontein,2026-02-19T03:41:46Z,no,KAROO,,,
Johan Cheruiyot,brian.wafula.kar6074@vg-eval.test,CT-006074,025726693211,ZA,active,Gqeberha,2026-03-07T12:36:56Z,Y,KAROO,,,
Paul Njoroge,nancy.barasa.kar3131@vg-eval.test,CT-003131,+254 730 443 461,ZA,unsubscribed,Cape Town,2026-01-19T23:52:25Z,TRUE,KAROO,,,
Dennis Kiptoo,fatima.kiptoo.kil50935@vg-eval.test,CT-008452,254-704-803705,ZA,active,Durban,2026-02-01T09:29:12Z,FALSE,KAROO,,,
Rachid Haddad,sarah.bennani.kar7987@vg-eval.test,CT-007987,+254 703 336 621,ZA,active,Bloemfontein,2026-03-09T17:48:37Z,no,KAROO,,,
Esther Dlamini,samuel.mwangi.kar4678@vg-eval.test,CT-004678,025700393220,ZA,active,Cape Town,2026-01-18T14:55:10Z,1,KAROO,,,
Rose Otieno,george.achieng.kar3526@vg-eval.test,CT-003526,025726689856,ZA,active,Pretoria,2026-03-30T20:43:09Z,no,KAROO,,,
Lerato Mwangi,daniel.kiptoo.kar736@vg-eval.test,CT-000736,254-739-176088,ZA,active,Gqeberha,2026-01-28T21:56:49Z,Y,KAROO,,,
George Haddad,diana.kiptoo.kar11695@vg-eval.test,CT-011695,+254 736 147 821,ZA,active,Bloemfontein,2026-03-12T14:07:06Z,f,KAROO,,,
Mercy Fassi,omar.fassi.kar11556@vg-eval.test,CT-011556,254-736-257985,ZA,active,Pretoria,2026-02-17T23:00:11Z,true,KAROO,,,
Esther Otieno,faith.berrada.kar5541@vg-eval.test,CT-005541,0700185671,ZA,active,Pretoria,2026-02-28T15:49:24Z,false,KAROO,,,
Lucy Cheruiyot,isaac.okoth.kar12038@vg-eval.test,CT-012038,025724587669,ZA,active,Cape Town,2026-04-10T11:59:32Z,0,KAROO,,,
Lucy Benali,peter.kimani.kar1945@vg-eval.test,CT-001945,0715347554,ZA,active,East London,2026-03-03T15:48:33Z,FALSE,KAROO,,,
Rose Kiptoo,thandi.barasa.kil2749@vg-eval.test,CT-001749,0718982288,ZA,active,Johannesburg,2026-02-04T00:50:36Z,f,KAROO,,,
Brian Achieng,samuel.njoroge.kar6605@vg-eval.test,CT-006605,0703366024,ZA,active,East London,2026-02-04T14:22:44Z,1,KAROO,,,
David Mokoena,johan.fassi.kar5779@vg-eval.test,CT-005779,+254 711 214 998,ZA,active,Bloemfontein,2026-02-02T00:41:02Z,f,KAROO,,,
Lucy Otieno,brian.naidoo.kil653@vg-eval.test,CT-004658,025716659931,ZA,active,Cape Town,2026-03-18T18:07:02Z,no,KAROO,,,
Michael Achieng,michael.pretorius.kar8608@vg-eval.test,CT-008608,254-714-955357,ZA,active,East London,2026-04-10T19:11:39Z,true,KAROO,,,
Omar Pretorius,fatima.nkosi.kar417@vg-eval.test,CT-000417,0733605557,ZA,active,Gqeberha,2026-03-02T05:54:32Z,TRUE,KAROO,,,
John Naidoo,michael.achieng.kar5733@vg-eval.test,CT-005733,0711388330,ZA,active,Johannesburg,2026-03-03T04:22:14Z,TRUE,KAROO,,,
Nomsa Berrada,james.benali.kar892@vg-eval.test,CT-000892,254-722-912949,ZA,active,Durban,2026-03-09T12:54:19Z,no,KAROO,,,
Karim Alaoui,simon.alaoui.kar9445@vg-eval.test,CT-009445,0702826359,ZA,active,Polokwane,2026-01-26T17:03:15Z,f,KAROO,,,
Rachid Alaoui,peter.njenga.kar11951@vg-eval.test,CT-011951,+254 714 053 063,ZA,active,Pretoria,2026-04-17T07:30:52Z,FALSE,KAROO,,,
James Njenga,zanele.fassi.kar3811@vg-eval.test,CT-003811,+254 728 647 954,ZA,active,East London,2026-02-26T08:12:44Z,FALSE,KAROO,,,
Fatima Wafula,karim.kimani.kar7926@vg-eval.test,CT-007926,025701344476,ZA,active,Johannesburg,2026-03-05T15:57:20Z,f,KAROO,,,
Rose Cheruiyot,faith.naidoo.kar4595@vg-eval.test,CT-004595,+254 724 415 891,ZA,unsubscribed,Cape Town,2026-02-24T09:29:24Z,false,KAROO,,,
Salma Barasa,alice.kiptoo.kar8047@vg-eval.test,CT-008047,+254 706 113 620,ZA,active,East London,2026-02-05T05:23:50Z,true,KAROO,,,
Layla Mwangi,alice.kamau.kar2376@vg-eval.test,CT-002376,254-705-838874,ZA,active,Bloemfontein,2026-02-16T03:25:16Z,FALSE,KAROO,,,
Thandi Naidoo,george.mokoena.kar9524@vg-eval.test,CT-009524,254-705-658387,ZA,active,Gqeberha,2026-03-17T00:20:14Z,0,KAROO,,,
Lucy Nkosi,ann.dlamini.kar8442@vg-eval.test,CT-008442,025739818044,ZA,active,East London,2026-04-13T10:47:49Z,TRUE,KAROO,,,
Nomsa Mwangi,diana.mutua.kar1400@vg-eval.test,CT-001400,254-719-557277,ZA,active,East London,2026-02-22T02:23:35Z,false,KAROO,,,
Thandi Barasa,rachid.cheruiyot.kar6756@vg-eval.test,CT-006756,254-721-925335,ZA,active,Cape Town,2026-02-06T06:31:27Z,f,KAROO,,,
James Barasa,amina.dlamini.kar9519@vg-eval.test,CT-009519,+254 739 219 560,ZA,active,Polokwane,2026-03-03T01:37:04Z,false,KAROO,,,
Mary Njoroge,thandi.cheruiyot.kar5074@vg-eval.test,CT-005074,025716282963,ZA,unsubscribed,Johannesburg,2026-04-10T20:24:42Z,TRUE,KAROO,,,
Rose Wafula,ruth.cheruiyot.kar4571@vg-eval.test,CT-004571,+254 723 964 527,ZA,unsubscribed,Durban,2026-01-12T04:02:59Z,no,KAROO,,,
Sarah Fassi,david.wafula.kar1990@vg-eval.test,CT-001990,025708124198,ZA,active,Polokwane,2026-03-03T22:02:38Z,no,KAROO,,,
Alice Cheruiyot,thandi.pretorius.kar5698@vg-eval.test,CT-005698,025722969577,ZA,active,East London,2026-04-09T11:51:39Z,false,KAROO,,,
Paul Kiptoo,ann.otieno.kar2171@vg-eval.test,CT-002171,+254 722 158 304,ZA,active,Polokwane,2026-01-14T16:32:30Z,1,KAROO,,,
Joan Wafula,james.fassi.kar12077@vg-eval.test,CT-012077,0703671666,ZA,active,Pretoria,2026-04-01T21:19:53Z,yes,KAROO,,,
Michael Vermeulen,lucy.mutua.kar9354@vg-eval.test,CT-009354,025726397688,ZA,active,Gqeberha,2026-01-16T03:41:36Z,0,KAROO,,,
Victor Kimani,esther.mutua.kar731@vg-eval.test,CT-000731,+254 729 368 928,ZA,active,East London,2026-01-10T09:06:15Z,yes,KAROO,,,
George Okoth,amina.bennani.kar8484@vg-eval.test,CT-008484,254-730-633810,ZA,unsubscribed,Gqeberha,2026-01-07T08:25:58Z,yes,KAROO,,,
CT-992293,Brian Vermeulen,z4586@vg-eval.test,0712000000,ZZ,City,2026-02-01,active,true
Diana Barasa,isaac.vermeulen.kar1197@vg-eval.test,CT-001197,0713794284,ZA,active,Polokwane,2026-01-23T22:43:20Z,0,KAROO,,,
Kevin Berrada,michael.njoroge.kar7690@vg-eval.test,CT-007690,025711458571,ZA,active,Pretoria,2026-01-24T12:48:23Z,1,KAROO,,,
Dennis Pretorius,nomsa.achieng.kar4712@vg-eval.test,CT-004712,254-718-456225,ZA,active,Cape Town,2026-02-12T02:49:24Z,0,KAROO,,,
Mary Kamau,nancy.nkosi.kar11732@vg-eval.test,CT-011732,254-728-488672,ZA,active,Johannesburg,2026-03-27T18:45:27Z,yes,KAROO,,,
Lerato Barasa,george.bennani.kar1801@vg-eval.test,CT-001801,0714288522,ZA,active,Polokwane,2026-01-28T02:33:38Z,yes,KAROO,,,
Peter Pretorius,caroline.mutua.kar6654@vg-eval.test,CT-006654,025736299779,ZA,active,East London,2026-03-26T16:59:11Z,Y,KAROO,,,
Ann Dlamini,lucy.tazi.kar3595@vg-eval.test,CT-003595,+254 724 052 327,ZA,active,Polokwane,2026-02-16T07:05:08Z,yes,KAROO,,,
Dennis Mutua,dennis.kimani.kar1388@vg-eval.test,CT-001388,254-729-966432,ZA,active,Pretoria,2026-04-13T16:12:47Z,TRUE,KAROO,,,
Salma Pretorius,sipho.elidrissi.kar10478@vg-eval.test,CT-010478,025714721790,ZA,active,Pretoria,2026-01-23T18:08:16Z,TRUE,KAROO,,,
Simon Zahra,michael.kiptoo.kar8551@vg-eval.test,CT-008551,+254 736 077 149,ZA,active,Bloemfontein,2026-03-24T06:59:47Z,true,KAROO,,,
Dennis Mutua,pieter.otieno.kar5833@vg-eval.test,CT-005833,0737723382,ZA,active,Gqeberha,2026-03-18T09:45:37Z,TRUE,KAROO,,,
Karim Nkosi,sipho.okoth.kar7734@vg-eval.test,CT-007734,025718311528,ZA,active,Pretoria,2026-02-02T17:37:42Z,FALSE,KAROO,,,
Daniel Njoroge,mary.kiptoo.kar897@vg-eval.test,CT-000897,0713655064,ZA,active,East London,2026-01-24T22:31:42Z,true,KAROO,,,
David Kiptoo,thandi.wanjiru.kar9786@vg-eval.test,CT-009786,025715715226,ZA,active,Durban,2026-02-12T20:54:38Z,f,KAROO,,,
Layla Njenga,karim.wafula.kar10467@vg-eval.test,CT-010467,+254 732 138 294,ZA,active,Pretoria,2026-01-25T04:49:09Z,true,KAROO,,,
Omar Nkosi,salma.benali.kar10432@vg-eval.test,CT-010432,254-727-711900,ZA,active,Bloemfontein,2026-02-19T09:21:57Z,no,KAROO,,,
Isaac Elidrissi,rachid.njenga.kar9651@vg-eval.test,CT-009651,+254 724 301 686,ZA,active,Gqeberha,2026-01-16T06:23:19Z,Y,KAROO,,,
Sarah Mwangi,esther.wafula.kar5379@vg-eval.test,CT-005379,+254 732 982 011,ZA,bounced,Bloemfontein,2026-03-01T07:40:34Z,yes,KAROO,,,
Diana Haddad,victor.okoth.kar3932@vg-eval.test,CT-003932,254-716-038647,ZA,active,Johannesburg,2026-01-18T05:24:26Z,Y,KAROO,,,
Amina Haddad,grace.kimani.kar347@vg-eval.test,CT-000347,+254 718 041 943,ZA,active,Gqeberha,2026-03-19T06:18:25Z,f,KAROO,,,
Samuel Njenga,james.barasa.kar5097@vg-eval.test,CT-005097,0732068220,ZA,active,Bloemfontein,2026-02-18T05:41:33Z,false,KAROO,,,
Rachid Haddad,faith.mokoena.kar2066@vg-eval.test,CT-002066,025714102283,ZA,active,Durban,2026-02-19T07:21:58Z,TRUE,KAROO,,,
Samuel Njoroge,johan.wanjiru.kar11014@vg-eval.test,CT-011014,025737160082,ZA,active,Durban,2026-01-22T00:05:17Z,false,KAROO,,,
Karim Njenga,yassine.pretorius.kar3576@vg-eval.test,CT-003576,254-716-653657,ZA,active,Polokwane,2026-02-22T10:51:38Z,false,KAROO,,,
Paul Tazi,grace.naidoo.kar1030@vg-eval.test,CT-001030,025717433693,ZA,unsubscribed,Durban,2026-01-14T02:38:22Z,TRUE,KAROO,,,
Michael Tazi,john.okoth.kar5537@vg-eval.test,CT-005537,0725700424,ZA,active,Pretoria,2026-01-20T13:57:02Z,yes,KAROO,,,
Victor Barasa,brian.wanjiru.kar2141@vg-eval.test,CT-002141,0737886989,ZA,unsubscribed,Pretoria,2026-02-20T03:26:25Z,no,KAROO,,,
John Tazi,ruth.kamau.kar1294@vg-eval.test,CT-001294,025723331493,ZA,active,Cape Town,2026-03-26T23:39:34Z,no,KAROO,,,
Rachid Okoth,brian.wanjiru.kar3950@vg-eval.test,CT-003950,025738943427,ZA,active,East London,2026-02-06T08:54:54Z,1,KAROO,,,
Michael Nkosi,fatima.wanjiru.kar3244@vg-eval.test,CT-003244,254-734-704820,ZA,active,Johannesburg,2026-01-07T06:27:07Z,yes,KAROO,,,
Johan Kimani,samuel.haddad.kar11862@vg-eval.test,CT-011862,025736182950,ZA,active,Pretoria,2026-03-20T14:34:04Z,1,KAROO,,,
Faith Pretorius,pieter.mwangi.kar3937@vg-eval.test,CT-003937,0735703574,ZA,active,East London,2026-04-09T15:15:21Z,FALSE,KAROO,,,
Lucy Mutua,caroline.barasa.kar944@vg-eval.test,CT-000944,254-726-068244,ZA,active,East London,2026-03-01T19:23:54Z,FALSE,KAROO,,,
Daniel Wanjiru,daniel.kiptoo.kar5085@vg-eval.test,CT-005085,0723890546,ZA,active,East London,2026-03-27T00:20:50Z,Y,KAROO,,,
Paul Achieng,john.kiptoo.kar4107@vg-eval.test,CT-004107,+254 736 365 961,ZA,active,Durban,2026-01-14T06:34:39Z,f,KAROO,,,
Ruth Elidrissi,nomsa.achieng.kar3493@vg-eval.test,CT-003493,0704910429,ZA,active,Durban,2026-03-06T05:50:42Z,yes,KAROO,,,
Ruth Achieng,rachid.mokoena.kar3135@vg-eval.test,CT-003135,+254 703 646 212,ZA,active,Gqeberha,2026-01-05T04:19:29Z,1,KAROO,,,
Karim Mokoena,yassine.wafula.kar11895@vg-eval.test,CT-011895,+254 725 875 883,ZA,active,Polokwane,2026-03-31T11:29:31Z,f,KAROO,,,
Omar Nkosi,thandi.njoroge.kil6508@vg-eval.test,CT-005201,0721713541,ZA,active,Pretoria,2026-03-31T01:27:42Z,FALSE,KAROO,,,
David Achieng,nomsa.naidoo.kar3277@vg-eval.test,CT-003277,0716774552,ZA,active,Pretoria,2026-01-11T09:54:33Z,yes,KAROO,,,
David Tazi,JOHN.CHERUIYOT.KAR1643@VG-EVAL.TEST,CT-001643,+254 737 153 166,ZA,active,Polokwane,2026-01-22T11:45:50Z,f,KAROO,,,
Simon Wafula,omar.otieno.kar880@vg-eval.test,CT-000880,254-726-497550,ZA,active,Durban,2026-01-11T00:24:23Z,false,KAROO,,,
Lerato Kamau,pieter.naidoo.kar5149@vg-eval.test,CT-005149,0730794187,ZA,active,Durban,2026-03-12T08:24:42Z,Y,KAROO,,,
Joan Njenga,karim.fassi.kar4511@vg-eval.test,CT-004511,+254 735 458 565,ZA,active,Cape Town,2026-01-18T10:17:43Z,FALSE,KAROO,,,
Faith Nkosi,paul.mutua.kar5761@vg-eval.test,CT-005761,0737803753,ZA,active,East London,2026-04-05T15:22:21Z,1,KAROO,,,
Rose Otieno,amina.mutua.kar2155@vg-eval.test,CT-002155,+254 700 397 429,ZA,active,Gqeberha,2026-01-21T09:06:00Z,Y,KAROO,,,
Victor Kimani,rose.zahra.kar8751@vg-eval.test,CT-008751,+254 727 530 665,ZA,active,Pretoria,2026-03-09T09:01:25Z,TRUE,KAROO,,,
Yassine Benali,pieter.okoth.kar4277@vg-eval.test,CT-004277,0704764556,ZA,active,Johannesburg,2026-04-02T14:13:55Z,f,KAROO,,,
Mary Kimani,joan.fassi.kar9065@vg-eval.test,CT-009065,0733527410,ZA,active,Bloemfontein,2026-02-25T21:42:19Z,f,KAROO,,,
Sarah Kiptoo,george.dlamini.kar12081@vg-eval.test,CT-012081,0715501592,ZA,active,Durban,2026-02-26T11:08:50Z,TRUE,KAROO,,,
Peter Otieno,rachid.naidoo.kar6183@vg-eval.test,CT-006183,+254 711 634 324,ZA,active,Johannesburg,2026-01-08T17:48:16Z,Y,KAROO,,,
David Bennani,caroline.naidoo.kar2520@vg-eval.test,CT-002520,254-707-324781,ZA,active,Bloemfontein,2026-04-09T19:07:49Z,f,KAROO,,,
Nomsa Odhiambo,james.wafula.kar7457@vg-eval.test,CT-007457,0715849790,ZA,active,Durban,2026-04-11T04:55:22Z,Y,KAROO,,,
George Tazi,johan.mwangi.kar4011@vg-eval.test,CT-004011,+254 708 984 224,ZA,active,East London,2026-01-03T23:16:19Z,TRUE,KAROO,,,
Peter Mutua,sipho.njenga.kar1147@vg-eval.test,CT-001147,+254 718 747 317,ZA,active,Durban,2026-01-05T05:14:32Z,FALSE,KAROO,,,
Brian Haddad,zanele.naidoo.kar2659@vg-eval.test,CT-002659,+254 727 410 453,ZA,bounced,Polokwane,2026-01-25T21:29:13Z,Y,KAROO,,,
Sipho Mutua,zanele.bennani.kar8574@vg-eval.test,CT-008574,025700783547,ZA,active,Durban,2026-02-02T15:22:38Z,FALSE,KAROO,,,
Samuel Haddad,diana.tazi.kar5187@vg-eval.test,CT-005187,+254 733 734 600,ZA,bounced,Pretoria,2026-01-19T12:45:33Z,TRUE,KAROO,,,
Brian Pretorius,paul.wafula.kil51894@vg-eval.test,CT-002711,+254 731 555 734,ZA,active,Pretoria,2026-01-22T07:02:59Z,1,KAROO,,,
Faith Dlamini,paul.odhiambo.kar11328@vg-eval.test,CT-011328,254-733-571268,ZA,active,East London,2026-03-09T03:15:13Z,yes,KAROO,,,
Johan Okoth,ann.cheruiyot.kar4414@vg-eval.test,CT-004414,025732746379,ZA,active,Cape Town,2026-01-03T16:26:32Z,f,KAROO,,,
Caroline Naidoo,esther.elidrissi.kar3062@vg-eval.test,CT-003062,025702467485,ZA,active,Polokwane,2026-01-14T18:06:33Z,f,KAROO,,,
Faith Nkosi,paul.berrada.kar11260@vg-eval.test,CT-011260,254-739-884157,ZA,active,Cape Town,2026-03-20T02:40:32Z,1,KAROO,,,
John Cheruiyot,nancy.elidrissi.kil61232@vg-eval.test,CT-007803,+254 708 186 904,ZA,active,Pretoria,2026-01-07T15:23:28Z,false,KAROO,,,
Layla Otieno,mercy.wanjiru.kar7465@vg-eval.test,CT-007465,0718047878,ZA,active,Bloemfontein,2026-02-16T14:28:34Z,1,KAROO,,,
Nomsa Mokoena,nancy.tazi.kar8894@vg-eval.test,CT-008894,025733533517,ZA,active,Polokwane,2026-01-27T07:13:09Z,FALSE,KAROO,,,
Alice Barasa,sarah.nkosi.kar9125@vg-eval.test,CT-009125,0704928021,ZA,active,Cape Town,2026-01-18T13:07:23Z,f,KAROO,,,
Johan Nkosi,grace.nkosi.kar2992@vg-eval.test,CT-002992,254-709-040296,ZA,active,Durban,2026-02-22T00:36:05Z,false,KAROO,,,
Samuel Kamau,ruth.njoroge.kar7419@vg-eval.test,CT-007419,+254 711 711 657,ZA,active,East London,2026-02-09T05:23:49Z,true,KAROO,,,
Johan Benali,ruth.zahra.kar12005@vg-eval.test,CT-012005,0721246092,ZA,active,Gqeberha,2026-02-28T01:38:42Z,false,KAROO,,,
Isaac Njenga,michael.barasa.kar4944@vg-eval.test,CT-004944,254-708-689115,ZA,active,Durban,2026-04-15T09:50:15Z,f,KAROO,,,
Kevin Alaoui,nomsa.kiptoo.kar8834@vg-eval.test,CT-008834,025722961960,ZA,active,Johannesburg,2026-02-13T04:58:33Z,f,KAROO,,,
Kevin Kimani,amina.tazi.kar7796@vg-eval.test,CT-007796,254-719-520449,ZA,active,Johannesburg,2026-02-22T10:52:53Z,yes,KAROO,,,
Omar Naidoo,pieter.haddad.kar10238@vg-eval.test,CT-010238,025734425870,ZA,active,Gqeberha,2026-01-25T20:01:59Z,FALSE,KAROO,,,
Joan Wafula,michael.achieng.kar3305@vg-eval.test,CT-003305,0700851752,ZA,active,Gqeberha,2026-04-07T10:20:50Z,FALSE,KAROO,,,
Faith Odhiambo,nomsa.odhiambo.kar11676@vg-eval.test,CT-011676,254-724-534392,ZA,active,Pretoria,2026-02-04T18:02:20Z,Y,KAROO,,,
Caroline Njoroge,dennis.benali.kar10273@vg-eval.test,CT-010273,0709116511,ZA,active,Pretoria,2026-02-01T12:12:51Z,f,KAROO,,,
Diana Mokoena,mercy.naidoo.kar9190@vg-eval.test,CT-009190,025707396272,ZA,active,Polokwane,2026-01-20T23:34:18Z,f,KAROO,,,
Michael Haddad,john.odhiambo.kar6471@vg-eval.test,CT-006471,+254 729 437 138,ZA,active,Cape Town,2026-03-27T07:46:34Z,no,KAROO,,,
CT-954439,Simon Naidoo,z4375@vg-eval.test,0712000000,ZZ,City,2026-02-01,active,true
Mary Wanjiru,salma.benali.kar2846@vg-eval.test,CT-002846,025713721548,ZA,active,Durban,2026-03-16T22:41:40Z,TRUE,KAROO,,,
Pieter Achieng,ann.vermeulen.kar7132@vg-eval.test,CT-007132,254-738-216671,ZA,active,Bloemfontein,2026-01-22T18:25:28Z,0,KAROO,,,
Daniel Mwangi,mary.mutua.kar3221@vg-eval.test,CT-003221,0731930287,ZA,active,Gqeberha,2026-03-01T17:33:30Z,FALSE,KAROO,,,
Rose Njenga,sarah.wanjiru.kar6845@vg-eval.test,CT-006845,0708935813,ZA,active,Pretoria,2026-02-19T18:28:54Z,0,KAROO,,,
Mercy Pretorius,george.barasa.kar1242@vg-eval.test,CT-001242,025710262997,ZA,bounced,East London,2026-03-06T13:06:16Z,Y,KAROO,,,
Omar Bennani,dennis.alaoui.kar7885@vg-eval.test,CT-007885,0739983092,ZA,active,Polokwane,2026-01-13T05:31:56Z,TRUE,KAROO,,,
Faith Zahra,grace.zahra.kar1867@vg-eval.test,CT-001867,+254 714 641 790,ZA,active,Johannesburg,2026-01-26T00:30:41Z,1,KAROO,,,
Nancy Mutua,salma.otieno.kar4401@vg-eval.test,CT-004401,0720506243,ZA,active,Pretoria,2026-03-04T17:57:11Z,true,KAROO,,,
Dennis Mutua,ruth.bennani.kar1504@vg-eval.test,CT-001504,254-705-179772,ZA,active,Polokwane,2026-03-01T04:49:19Z,0,KAROO,,,
Nomsa Kimani,lucy.achieng.kar649@vg-eval.test,CT-000649,0715961236,ZA,active,Johannesburg,2026-04-02T09:14:23Z,f,KAROO,,,
John Tazi,mary.mokoena.kar2008@vg-eval.test,CT-002008,254-733-213887,ZA,unsubscribed,Gqeberha,2026-04-08T10:26:14Z,true,KAROO,,,
Layla Berrada,brian.tazi.kar3075@vg-eval.test,CT-003075,+254 718 477 283,ZA,active,Cape Town,2026-04-15T10:10:59Z,yes,KAROO,,,
Karim Wanjiru,grace.elidrissi.kar5984@vg-eval.test,CT-005984,254-739-668059,ZA,active,Polokwane,2026-01-04T08:32:54Z,true,KAROO,,,
Mary Okoth,daniel.okoth.kar3464@vg-eval.test,CT-003464,254-736-680757,ZA,active,Pretoria,2026-01-05T16:18:24Z,Y,KAROO,,,
Fatima Kiptoo,victor.pretorius.kar11033@vg-eval.test,CT-011033,0738909052,ZA,active,Pretoria,2026-04-02T03:57:58Z,0,KAROO,,,
Ann Otieno,lucy.cheruiyot.kar4735@vg-eval.test,CT-004735,+254 727 241 241,ZA,active,Gqeberha,2026-04-07T04:07:56Z,FALSE,KAROO,,,
Victor Berrada,leak.kil.3@vg-eval.test,CT-900003,254-712-216753,KE,active,Nairobi,2026-02-19T10:17:33Z,true,KILELE,,,
Johan Kimani,lucy.alaoui.kil58021@vg-eval.test,CT-004090,025735773398,ZA,active,Durban,2026-03-29T16:02:06Z,1,KAROO,,,
Fatima Kimani,joan.mutua.kar576@vg-eval.test,CT-000576,254-712-769265,ZA,active,Gqeberha,2026-04-08T13:20:32Z,true,KAROO,,,
Zanele Vermeulen,dennis.cheruiyot.kil68929@vg-eval.test,CT-005239,+254 710 756 211,ZA,unsubscribed,Gqeberha,2026-04-17T21:34:23Z,f,KAROO,,,
Zanele Haddad,daniel.zahra.kar1125@vg-eval.test,CT-001125,0718967330,ZA,active,Cape Town,2026-02-06T03:27:29Z,false,KAROO,,,
James Berrada,mary.cheruiyot.kar7700@vg-eval.test,CT-007700,254-729-554150,ZA,active,Pretoria,2026-01-16T18:30:09Z,1,KAROO,,,
Karim Odhiambo,john.barasa.kar2380@vg-eval.test,CT-002380,254-711-521645,ZA,active,Cape Town,2026-02-17T15:05:11Z,FALSE,KAROO,,,
Ruth Mutua,john.fassi.kar11747@vg-eval.test,CT-011747,+254 707 162 394,ZA,active,Pretoria,2026-02-28T23:38:41Z,1,KAROO,,,
Ruth Vermeulen,DENNIS.MOKOENA.KAR9227@VG-EVAL.TEST,CT-009227,+254 739 239 326,ZA,active,Durban,2026-03-05T16:57:00Z,false,KAROO,,,
Isaac Mokoena,sarah.mutua.kar777@vg-eval.test,CT-000777,0718605477,ZA,unsubscribed,Johannesburg,2026-03-02T22:20:26Z,0,KAROO,,,
Sarah Fassi,omar.kimani.kar6283@vg-eval.test,CT-006283,+254 711 940 492,ZA,active,Gqeberha,2026-02-17T05:50:47Z,TRUE,KAROO,,,
Brian Haddad,thandi.njoroge.kar1946@vg-eval.test,CT-001946,025725887579,ZA,active,Pretoria,2026-04-15T00:46:21Z,yes,KAROO,,,
George Dlamini,ann.fassi.kar2984@vg-eval.test,CT-002984,254-716-885941,ZA,active,Pretoria,2026-01-13T00:37:49Z,true,KAROO,,,
Sarah Barasa,alice.zahra.kar8853@vg-eval.test,CT-008853,0713982602,ZA,active,Polokwane,2026-01-28T02:02:39Z,1,KAROO,,,
Peter Nkosi,thandi.cheruiyot.kar4253@vg-eval.test,CT-004253,0704154923,ZA,active,Polokwane,2026-04-14T10:25:32Z,yes,KAROO,,,
David Dlamini,dennis.dlamini.kar8939@vg-eval.test,CT-008939,+254 731 618 644,ZA,active,Durban,2026-04-16T12:43:17Z,1,KAROO,,,
Michael Wafula,mary.njoroge.kar5049@vg-eval.test,CT-005049,0706199519,ZA,active,Bloemfontein,2026-03-20T09:22:31Z,FALSE,KAROO,,,
Layla Wanjiru,salma.dlamini.kar4592@vg-eval.test,CT-004592,254-707-792494,ZA,active,East London,2026-02-27T20:41:30Z,FALSE,KAROO,,,
Salma Haddad,pieter.haddad.kar6965@vg-eval.test,CT-006965,0739317230,ZA,active,Polokwane,2026-04-11T05:54:39Z,no,KAROO,,,
Ruth Cheruiyot,simon.bennani.kil36696@vg-eval.test,CT-002840,254-703-903089,ZA,active,Johannesburg,2026-03-19T10:51:25Z,f,KAROO,,,
Esther Tazi,lucy.elidrissi.kar9116@vg-eval.test,CT-009116,254-714-008135,ZA,active,Johannesburg,2026-02-19T15:56:05Z,FALSE,KAROO,,,
Thandi Okoth,mary.nkosi.kar10607@vg-eval.test,CT-010607,+254 714 755 407,ZA,active,Durban,2026-03-03T14:27:50Z,true,KAROO,,,
George Njoroge,johan.elidrissi.kar6483@vg-eval.test,CT-006483,+254 721 838 524,ZA,active,Polokwane,2026-01-10T20:50:27Z,TRUE,KAROO,,,
John Nkosi,joan.pretorius.kil62526@vg-eval.test,CT-008758,025718932420,ZA,active,East London,2026-02-25T09:18:28Z,0,KAROO,,,
Lucy Achieng,sipho.kiptoo.kar8271@vg-eval.test,CT-008271,+254 711 733 683,ZA,active,Bloemfontein,2026-02-09T03:26:37Z,0,KAROO,,,
Michael Alaoui,nomsa.vermeulen.kar6535@vg-eval.test,CT-006535,+254 718 890 224,ZA,active,Pretoria,2026-04-04T08:46:11Z,false,KAROO,,,
Nomsa Otieno,yassine.nkosi.kar985@vg-eval.test,CT-000985,0732911093,ZA,active,Cape Town,2026-03-16T06:42:11Z,FALSE,KAROO,,,
